Id,Education,Marital_Status,Income,Children,NumWebVisitsMonth,Response,Complain,SegmentLabel
195,Graduation,Single,38808.0,1,8,1,0,Loyal
1501,PhD,Married,160803.0,0,0,0,0,Champions
10846,Master,Married,43783.0,1,7,0,0,Champions
8341,PhD,Married,30396.0,1,7,1,0,Promising
10766,PhD,Married,65526.0,1,2,0,0,Champions
9971,PhD,Married,65526.0,1,2,0,0,Champions
1740,Graduation,Married,55956.0,0,4,0,0,Champions
8737,Graduation,Divorced,55563.0,1,3,0,0,Promising
6466,PhD,Married,57236.0,2,3,0,0,Loyal
10430,Graduation,Divorced,89694.0,2,5,0,0,Champions
8773,Master,Together,57420.0,1,7,0,0,Loyal
2371,Graduation,Married,33622.0,2,7,0,0,Loyal
7786,PhD,Single,29999.0,1,8,0,0,Loyal
4088,PhD,Together,31497.0,1,8,0,0,Loyal
4971,PhD,Together,31497.0,1,8,0,0,Loyal
10560,PhD,Single,36802.0,1,5,0,0,Promising
6892,Graduation,Divorced,61671.0,1,8,0,0,Champions
11004,2n Cycle,Single,60182.0,1,4,0,0,Promising
1818,PhD,Together,29732.0,1,9,0,0,Promising
9485,PhD,Married,45921.0,0,4,0,0,Loyal
6646,Graduation,Together,16529.0,1,6,0,0,Promising
4248,Master,Single,98777.0,0,1,0,0,Champions
7451,Master,Single,98777.0,0,1,0,0,Champions
7861,Master,Married,77027.0,1,4,0,0,Champions
5232,Graduation,Married,69139.0,1,4,0,0,Loyal
3011,Graduation,Married,69139.0,1,4,0,0,Loyal
5758,Graduation,Married,65169.0,0,6,1,0,Champions
2173,Graduation,Widow,40049.0,1,6,0,0,Promising
10711,Graduation,Married,69755.0,0,1,0,0,Champions
8268,PhD,Married,,1,6,0,0,Champions
2782,PhD,Married,54456.0,1,6,0,0,Champions
9432,Graduation,Together,666666.0,1,6,0,0,Loyal
5872,Graduation,Single,60689.0,1,3,0,0,Champions
11187,Basic,Single,26487.0,1,5,0,0,Loyal
2428,Graduation,Married,28164.0,1,7,0,0,Loyal
1726,Graduation,Single,22585.0,0,9,1,0,Loyal
1802,Graduation,Married,64795.0,1,2,0,0,Champions
1162,PhD,Single,42000.0,0,5,1,0,Champions
10643,PhD,Single,42000.0,0,5,1,0,Champions
11112,Graduation,Together,70713.0,1,3,0,0,Champions
2114,PhD,Single,82800.0,0,3,1,0,Champions
4261,PhD,Single,82800.0,0,3,1,0,Champions
2457,Basic,Married,30801.0,1,7,0,0,Promising
2495,Master,Married,83891.0,1,1,0,0,Champions
6983,Master,Divorced,38054.0,2,7,0,0,Promising
3436,Graduation,Married,14045.0,1,7,0,0,Promising
7505,PhD,Married,44155.0,2,4,0,0,Promising
4286,PhD,Single,57642.0,1,4,0,0,Champions
7224,Graduation,Married,31353.0,2,8,0,0,Promising
6215,Graduation,Married,31353.0,2,8,1,0,Promising
968,Master,Divorced,41335.0,1,7,0,0,Loyal
4096,Master,Divorced,41335.0,1,7,0,0,Loyal
3153,PhD,Single,40737.0,3,8,0,0,Promising
6504,2n Cycle,Together,19789.0,1,5,0,0,Loyal
5329,PhD,Divorced,35946.0,2,5,0,0,Promising
1175,Master,Married,36262.0,0,6,1,0,Loyal
1377,Master,Widow,44551.0,1,7,0,0,Loyal
4607,Graduation,Together,71367.0,0,2,0,0,Champions
4944,Graduation,Together,71367.0,0,2,0,0,Champions
9483,Graduation,Together,57957.0,1,3,0,1,Champions
1378,2n Cycle,Together,50334.0,1,6,0,0,Champions
5991,Master,Married,48150.0,1,7,0,0,Loyal
2807,Graduation,Married,56796.0,1,7,0,0,Champions
1052,Graduation,Married,56796.0,1,7,0,0,Champions
9760,PhD,Widow,52278.0,1,8,1,0,Champions
7101,PhD,Widow,52278.0,1,8,0,0,Champions
9909,2n Cycle,Married,7500.0,0,9,1,0,Loyal
5907,Master,Married,33444.0,2,8,0,0,Promising
793,Graduation,Married,20895.0,1,9,0,0,Promising
8832,Master,Together,37509.0,1,7,0,0,Loyal
2535,Master,Married,88097.0,1,9,1,0,Champions
1523,Graduation,Married,59041.0,2,5,0,0,Loyal
1839,Graduation,Single,43322.0,0,7,0,0,Loyal
9972,PhD,Together,46015.0,2,7,0,0,Promising
2945,PhD,Together,46015.0,2,7,0,0,Promising
9291,Master,Married,34242.0,1,5,0,0,Promising
2829,Graduation,Married,65210.0,1,6,0,0,Champions
8594,PhD,Widow,50520.0,1,6,0,0,Loyal
1592,Graduation,Married,90765.0,0,1,0,0,Loyal
4310,Graduation,Married,80589.0,0,1,1,0,Champions
6950,Master,Married,49572.0,2,7,0,0,Promising
8492,Graduation,Together,75437.0,0,6,0,0,Champions
5684,Master,Divorced,44635.0,2,7,0,0,Promising
5909,Graduation,Married,58512.0,1,8,0,0,Champions
9855,PhD,Single,62000.0,1,4,0,0,Champions
975,Graduation,Single,54252.0,2,6,0,0,Loyal
8754,PhD,Together,45068.0,1,7,0,0,Promising
1456,Graduation,Single,60474.0,1,7,0,0,Champions
2849,Graduation,Single,60474.0,1,7,0,0,Champions
9984,2n Cycle,Married,56337.0,2,8,1,0,Champions
5527,Graduation,Together,22434.0,1,8,0,0,Promising
5628,Graduation,Together,61416.0,0,6,0,0,Champions
7627,Master,Married,92163.0,0,2,1,0,Champions
1351,Master,Together,58656.0,1,6,0,0,Champions
10629,2n Cycle,Married,,1,8,0,0,Loyal
10395,Basic,Single,8940.0,1,8,0,0,Loyal
6961,Graduation,Married,26751.0,2,8,0,0,Promising
10196,Graduation,Married,71427.0,2,4,0,0,Loyal
6182,Graduation,Together,26646.0,1,6,0,0,Promising
10432,Graduation,Divorced,19346.0,1,8,0,0,Promising
1542,Graduation,Single,56243.0,3,5,0,0,Loyal
4220,PhD,Married,59892.0,1,3,0,0,Promising
4141,Graduation,Together,71613.0,0,4,0,0,Loyal
1940,Graduation,Married,25252.0,1,8,0,0,Promising
1506,Graduation,Single,42160.0,2,6,1,0,Loyal
6347,Basic,Single,15862.0,1,8,0,0,Promising
1361,Master,Married,82584.0,0,1,1,0,Champions
9422,Graduation,Married,38360.0,1,3,0,0,Loyal
1081,PhD,Married,75283.0,3,4,0,0,Champions
7458,Master,Together,34941.0,2,8,0,0,Loyal
1012,Graduation,Single,61823.0,1,7,0,0,Champions
5453,Master,Married,90226.0,0,2,0,0,Champions
6818,Graduation,Married,44989.0,1,6,0,0,Loyal
7807,Graduation,Married,44989.0,1,6,0,0,Loyal
7532,Graduation,Married,43586.0,1,8,0,0,Loyal
8346,Graduation,Single,32233.0,1,9,1,0,Loyal
5564,Graduation,Together,62882.0,1,4,0,0,Champions
3267,Master,Together,57288.0,1,6,0,0,Loyal
3091,2n Cycle,Together,75774.0,1,4,0,0,Loyal
762,2n Cycle,Together,75774.0,1,4,0,0,Loyal
8029,Master,Single,90247.0,0,1,1,0,Loyal
4376,2n Cycle,Single,32218.0,0,7,1,0,Promising
10981,Graduation,Married,84219.0,0,1,0,0,Champions
486,Graduation,Married,84219.0,0,1,0,0,Champions
1158,Graduation,Divorced,48877.0,1,7,0,0,Loyal
9119,Graduation,Together,60905.0,1,2,0,0,Loyal
6694,Graduation,Married,75236.0,1,4,0,0,Champions
10573,Graduation,Divorced,62551.0,0,3,0,0,Loyal
10140,PhD,Together,70123.0,0,3,0,0,Champions
2286,Graduation,Single,50785.0,2,6,0,0,Loyal
8420,2n Cycle,Married,15315.0,0,5,0,0,Promising
10065,2n Cycle,Married,15315.0,0,5,0,0,Promising
1029,PhD,Together,64413.0,1,5,0,0,Loyal
4207,PhD,Married,87171.0,0,2,0,0,Champions
10277,Graduation,Single,30081.0,1,7,0,0,Promising
4436,Graduation,Single,20180.0,0,7,0,0,Loyal
2929,Graduation,Single,20180.0,0,7,0,0,Loyal
6281,Graduation,Divorced,55686.0,1,4,0,0,Loyal
10390,2n Cycle,Married,26887.0,1,6,0,0,Promising
2574,PhD,Married,61996.0,1,5,1,0,Champions
709,Graduation,Divorced,51537.0,1,8,0,0,Champions
5955,Graduation,Together,72025.0,0,3,0,0,Champions
8486,Master,Together,30538.0,1,10,0,0,Loyal
10343,2n Cycle,Single,61618.0,0,3,0,0,Champions
6652,Graduation,Married,77343.0,0,1,0,0,Champions
8746,Graduation,Married,75433.0,1,6,0,0,Champions
4686,PhD,Widow,82571.0,0,2,0,0,Champions
3551,Master,Together,60033.0,1,2,0,0,Loyal
4338,Graduation,Single,39062.0,1,4,0,0,Promising
4444,Graduation,Married,30023.0,1,8,0,0,Promising
498,Graduation,Single,30015.0,1,5,0,0,Promising
8230,Graduation,Married,33228.0,1,7,0,0,Promising
2826,Graduation,Married,22574.0,3,7,0,0,Promising
6222,Graduation,Married,22574.0,3,7,0,0,Promising
7352,Graduation,Married,55267.0,1,3,0,0,Loyal
10928,Graduation,Together,66886.0,1,5,0,0,Loyal
10736,Graduation,Single,72258.0,1,2,0,0,Champions
10163,PhD,Single,82733.0,0,4,1,0,Champions
6168,Graduation,Divorced,45146.0,2,4,0,0,Promising
4656,2n Cycle,Single,51250.0,1,9,0,0,Champions
626,Graduation,Married,32871.0,2,4,0,0,Promising
3870,2n Cycle,Together,63855.0,0,4,0,0,Champions
6299,PhD,Divorced,42564.0,1,7,1,0,Champions
7798,2n Cycle,Together,46344.0,1,7,0,0,Loyal
9973,Graduation,Married,50437.0,2,7,0,0,Loyal
4299,Graduation,Together,70971.0,1,7,1,0,Champions
10971,Graduation,Single,37774.0,2,9,1,1,Loyal
9931,PhD,Married,4023.0,2,19,0,0,Promising
6679,Graduation,Single,33279.0,0,3,0,0,Promising
5961,Graduation,Married,42693.0,1,5,0,0,Promising
6255,Master,Together,70545.0,1,2,0,0,Loyal
8614,Graduation,Widow,65486.0,1,2,0,0,Loyal
7828,Master,Together,77882.0,0,1,0,0,Loyal
1277,Graduation,Together,78468.0,0,4,0,0,Champions
3595,Graduation,Together,77226.0,1,3,0,0,Champions
5735,Master,Single,90638.0,0,1,0,0,Champions
5350,Master,Single,90638.0,0,1,1,0,Champions
4137,Graduation,Together,70666.0,0,4,0,0,Champions
6357,2n Cycle,Divorced,59052.0,1,5,0,0,Loyal
9316,Basic,Together,13084.0,0,6,0,0,Promising
3578,Graduation,Divorced,49160.0,1,6,0,0,Loyal
153,Graduation,Divorced,23272.0,0,4,0,0,Promising
10524,Master,Divorced,49476.0,1,2,0,0,Champions
1518,Master,Married,62694.0,2,7,0,0,Champions
2036,PhD,Together,57906.0,1,4,0,0,Loyal
9495,Graduation,Together,71853.0,0,1,0,0,Champions
2631,Graduation,Together,71853.0,0,1,0,0,Champions
6312,Graduation,Married,65031.0,1,7,0,0,Champions
615,Graduation,Together,30507.0,0,7,0,0,Loyal
4406,Graduation,Together,67419.0,1,5,0,0,Champions
10061,Graduation,Married,59462.0,1,7,0,0,Champions
10619,Graduation,Single,95529.0,0,3,1,0,Champions
4945,Graduation,Widow,53653.0,0,6,0,0,Champions
1777,Basic,Married,25965.0,0,8,0,0,Promising
4023,Graduation,Married,22979.0,1,8,1,0,Loyal
7922,PhD,Single,64950.0,1,7,0,0,Champions
10699,Graduation,Married,44322.0,1,8,0,0,Loyal
7516,Graduation,Married,30096.0,1,6,0,0,Promising
3129,Graduation,Married,30096.0,1,6,0,0,Promising
5121,Graduation,Single,56628.0,1,5,0,0,Loyal
2186,2n Cycle,Together,82326.0,0,2,1,0,Champions
10548,Graduation,Single,71163.0,0,1,0,0,Champions
6384,Graduation,Divorced,71022.0,1,8,0,0,Champions
2625,2n Cycle,Single,42607.0,1,3,0,0,Loyal
1676,Graduation,Married,43057.0,1,5,0,0,Loyal
5534,Master,Married,47808.0,1,7,0,0,Loyal
6859,Graduation,Single,29236.0,1,9,0,0,Loyal
271,Graduation,Widow,40590.0,2,6,0,0,Loyal
7699,Graduation,Widow,40590.0,2,6,0,0,Loyal
7832,Master,Married,77520.0,1,4,1,0,Champions
938,Graduation,Married,40211.0,2,8,0,0,Promising
7873,PhD,Together,63516.0,2,5,0,0,Loyal
9967,Graduation,Divorced,53034.0,2,8,0,0,Champions
1087,Master,Together,22669.0,1,9,1,0,Loyal
8314,Graduation,Married,79908.0,0,2,0,0,Champions
3762,PhD,Single,69867.0,0,1,1,0,Loyal
10383,Graduation,Divorced,70287.0,0,3,1,0,Champions
6798,Graduation,Single,37070.0,2,7,1,0,Champions
4168,Graduation,Single,37070.0,2,7,1,0,Champions
6690,Master,Married,38179.0,2,7,0,0,Loyal
10602,Graduation,Married,39922.0,1,8,0,0,Loyal
3220,Graduation,Married,39922.0,1,8,0,0,Loyal
5424,Graduation,Married,39922.0,1,8,0,0,Loyal
7488,Master,Single,64191.0,1,3,0,0,Champions
5289,2n Cycle,Single,41658.0,2,4,0,0,Promising
347,Graduation,Divorced,40780.0,1,9,0,0,Loyal
5236,Graduation,Together,77568.0,1,5,0,0,Champions
9478,Graduation,Single,66503.0,1,3,0,0,Loyal
477,Graduation,Married,83512.0,0,1,1,0,Champions
7411,PhD,Married,31686.0,2,6,0,0,Promising
3107,Graduation,Together,71322.0,1,2,0,0,Loyal
7437,Graduation,Single,27938.0,1,3,0,0,Promising
255,Graduation,Divorced,22263.0,2,6,0,1,Promising
3790,Graduation,Together,34633.0,3,6,0,0,Promising
749,Graduation,Together,42162.0,1,6,1,0,Loyal
1503,PhD,Together,162397.0,2,1,0,0,Promising
8650,Graduation,Widow,54162.0,2,4,0,0,Promising
607,2n Cycle,Divorced,41769.0,1,8,0,0,Champions
1008,PhD,Together,44953.0,0,6,0,0,Champions
9396,PhD,Married,37717.0,1,9,0,0,Promising
933,PhD,Married,37717.0,1,9,0,0,Promising
5710,Graduation,Together,40548.0,1,5,0,0,Loyal
2882,2n Cycle,Divorced,67893.0,1,8,0,0,Loyal
2379,Graduation,Single,69267.0,0,7,1,0,Loyal
5342,Basic,Divorced,9548.0,1,8,0,0,Promising
3262,Graduation,Single,68281.0,0,5,1,0,Champions
5832,2n Cycle,Together,92556.0,0,0,0,0,Champions
5025,Graduation,Single,48526.0,1,3,0,0,Loyal
569,Graduation,Single,90273.0,0,2,1,0,Champions
3102,2n Cycle,Together,19414.0,1,8,0,0,Promising
9449,PhD,Single,79761.0,1,3,0,0,Loyal
8104,PhD,Married,53312.0,0,7,0,0,Loyal
75,2n Cycle,Together,41039.0,0,8,0,0,Loyal
6421,Graduation,Together,88347.0,0,1,0,0,Champions
3037,PhD,Married,50150.0,0,5,0,0,Loyal
4698,PhD,Married,50150.0,0,5,0,0,Loyal
948,Graduation,Single,10245.0,1,5,0,0,Promising
6177,PhD,Married,33454.0,1,8,0,0,Loyal
3517,Graduation,Single,40887.0,2,9,1,0,Loyal
3491,Graduation,Together,55914.0,1,7,0,0,Champions
7610,Graduation,Together,37292.0,1,8,0,0,Loyal
4377,Graduation,Married,52914.0,1,7,0,0,Loyal
9850,2n Cycle,Married,24884.0,1,7,0,0,Promising
5544,Graduation,Single,67384.0,1,5,0,0,Champions
6497,Graduation,Married,51651.0,1,8,0,0,Loyal
4543,Graduation,Married,82497.0,0,4,0,0,Champions
5117,2n Cycle,Married,32632.0,0,5,0,0,Loyal
1448,Master,Married,33562.0,3,4,0,0,Promising
6887,Graduation,Single,79146.0,2,6,0,0,Loyal
7500,Graduation,Single,79146.0,2,6,0,0,Loyal
2724,Master,Single,36143.0,1,3,0,0,Promising
2256,Master,Married,27159.0,2,6,0,0,Promising
1100,Master,Together,41275.0,3,5,0,0,Promising
7725,2n Cycle,Married,76800.0,0,1,0,0,Loyal
2612,Graduation,Married,75794.0,0,3,0,0,Champions
113,Graduation,Married,30833.0,2,5,0,0,Promising
2868,PhD,Single,26518.0,2,8,1,0,Promising
4216,Graduation,Single,91065.0,0,3,1,0,Champions
199,Master,Single,45183.0,0,7,0,0,Loyal
359,Graduation,Together,48070.0,1,7,0,1,Loyal
8842,Graduation,Widow,30372.0,2,7,0,0,Promising
2154,Graduation,Widow,30372.0,2,7,0,0,Promising
6050,2n Cycle,Married,57036.0,1,9,0,0,Champions
9204,Graduation,Widow,66731.0,1,3,0,0,Loyal
4472,PhD,Divorced,35682.0,1,2,0,0,Promising
6864,Master,Divorced,10979.0,0,5,0,0,Promising
10617,Master,Divorced,10979.0,0,5,0,0,Promising
3924,PhD,Divorced,57912.0,1,5,0,0,Champions
5654,Graduation,Married,36026.0,3,6,0,0,Promising
9216,Graduation,Married,35788.0,2,6,0,0,Promising
8086,Graduation,Married,42243.0,2,7,0,0,Promising
9097,Graduation,Divorced,46086.0,1,4,0,0,Loyal
7631,Master,Together,61346.0,1,3,0,0,Champions
7275,Master,Single,33316.0,2,6,0,0,Loyal
8334,Master,Single,33316.0,2,6,0,0,Loyal
1987,Basic,Single,21063.0,1,6,0,0,Promising
2281,Graduation,Single,33697.0,1,7,0,0,Promising
7034,2n Cycle,Married,25804.0,1,8,0,0,Promising
2797,Graduation,Married,72117.0,1,5,0,0,Champions
3934,Graduation,Married,61286.0,1,5,0,0,Loyal
2493,Graduation,Married,61286.0,1,5,0,0,Loyal
3759,Graduation,Together,65196.0,2,5,0,0,Champions
965,Graduation,Divorced,55635.0,1,6,0,0,Loyal
7378,Master,Together,42021.0,1,9,0,0,Champions
1859,Master,Married,75251.0,0,5,1,0,Champions
6263,Graduation,Together,35322.0,3,8,0,0,Loyal
2072,PhD,Together,53374.0,1,9,1,0,Champions
8908,Graduation,Married,87195.0,0,1,1,0,Champions
738,2n Cycle,Single,42395.0,2,7,0,0,Loyal
10129,Graduation,Together,82427.0,0,1,0,0,Champions
807,Master,Together,44602.0,2,8,0,0,Loyal
3334,Graduation,Married,94642.0,0,1,0,0,Champions
5423,Graduation,Together,28359.0,1,7,0,0,Promising
4426,Graduation,Single,55801.0,2,7,0,0,Loyal
10489,Graduation,Married,92955.0,0,2,1,0,Champions
2570,Graduation,Together,56534.0,1,8,1,0,Champions
3834,Graduation,Single,69627.0,1,5,0,0,Champions
590,Master,Divorced,78579.0,0,3,1,0,Champions
4791,Graduation,Together,44964.0,2,8,0,0,Promising
5304,PhD,Single,30899.0,1,6,0,0,Promising
2426,PhD,Divorced,78825.0,0,3,1,0,Champions
35,Graduation,Married,25545.0,1,6,1,0,Loyal
8041,PhD,Widow,47111.0,1,9,0,0,Champions
3584,PhD,Single,49667.0,0,8,1,0,Champions
7718,Master,Together,66000.0,0,1,0,0,Loyal
8605,PhD,Together,46910.0,2,6,0,0,Promising
1646,Basic,Married,25224.0,1,3,0,0,Promising
9206,Graduation,Together,77382.0,1,1,0,0,Champions
10757,PhD,Divorced,28420.0,1,6,0,0,Promising
6885,Graduation,Divorced,32952.0,1,7,0,0,Promising
907,Graduation,Married,46149.0,1,5,0,0,Loyal
1150,PhD,Together,83532.0,0,1,0,0,Loyal
3867,PhD,Together,73059.0,1,4,0,0,Champions
3859,PhD,Together,73059.0,1,4,0,0,Champions
3265,Graduation,Married,35701.0,0,6,0,0,Promising
4418,Master,Single,89616.0,0,2,1,0,Champions
4611,Graduation,Together,105471.0,0,3,1,0,Champions
4530,Master,Widow,78427.0,0,3,1,0,Champions
7736,Graduation,Married,22518.0,1,5,1,0,Promising
9949,Graduation,Married,59809.0,2,8,0,0,Loyal
942,Graduation,Single,39660.0,1,9,1,0,Loyal
6181,2n Cycle,Together,52203.0,0,6,0,0,Champions
7660,PhD,Alone,35860.0,2,5,1,0,Promising
2055,PhD,Divorced,35860.0,2,5,0,0,Promising
5107,PhD,Divorced,35860.0,2,5,0,0,Promising
1626,PhD,Divorced,35860.0,2,5,1,0,Promising
6428,PhD,Widow,76842.0,0,0,0,0,Champions
9617,Graduation,Single,15033.0,0,3,0,0,Promising
4339,PhD,Married,67353.0,1,2,0,0,Champions
7235,2n Cycle,Married,17003.0,1,5,0,0,Promising
8527,Master,Together,65735.0,2,7,0,0,Loyal
1968,Graduation,Widow,45684.0,1,7,0,0,Promising
9862,Graduation,Together,21918.0,1,6,0,0,Promising
11075,Graduation,Married,51267.0,2,4,0,0,Loyal
6658,Graduation,Together,59868.0,1,6,0,0,Champions
4552,Graduation,Married,51373.0,0,4,0,0,Loyal
10377,Master,Together,46692.0,1,6,0,0,Loyal
5336,Master,Together,157733.0,1,1,0,0,Promising
10350,PhD,Married,54432.0,3,4,0,0,Promising
11071,Graduation,Single,79607.0,0,1,1,0,Champions
11100,Graduation,Divorced,51813.0,2,7,0,0,Promising
6516,Basic,Married,17487.0,1,7,0,0,Promising
1734,PhD,Together,40706.0,3,7,0,0,Loyal
2131,PhD,Divorced,62859.0,1,6,0,0,Champions
6439,Graduation,Married,61074.0,1,7,0,0,Champions
10591,Graduation,Widow,43638.0,1,7,0,0,Loyal
9797,Graduation,Married,58116.0,1,2,0,0,Loyal
9336,PhD,Widow,62187.0,1,4,0,0,Loyal
2174,Graduation,Single,46344.0,2,5,0,0,Promising
3197,Graduation,Married,77353.0,1,4,0,0,Loyal
9185,PhD,Single,69759.0,0,3,1,0,Loyal
905,Graduation,Divorced,21846.0,1,8,0,0,Loyal
10858,Graduation,Together,76532.0,2,5,0,0,Champions
8925,Master,Married,70053.0,1,5,0,0,Champions
2499,2n Cycle,Single,75342.0,1,4,0,0,Loyal
1109,Master,Together,27590.0,1,7,0,0,Promising
326,Graduation,Married,51148.0,2,6,0,0,Loyal
10967,Graduation,Divorced,33378.0,2,7,0,0,Loyal
5370,PhD,Married,32644.0,1,8,0,0,Loyal
2098,PhD,Married,33581.0,2,8,0,0,Promising
1773,2n Cycle,Married,12393.0,0,9,0,0,Promising
5036,PhD,Single,42710.0,1,6,0,0,Loyal
4856,2n Cycle,Married,82347.0,0,3,0,0,Champions
8722,2n Cycle,Married,82347.0,0,3,1,0,Champions
2156,PhD,Married,22554.0,2,5,0,0,Promising
2569,Graduation,Married,17323.0,0,8,0,0,Promising
10151,Graduation,Divorced,62204.0,2,3,0,0,Champions
10473,PhD,Widow,78028.0,1,7,1,0,Loyal
7079,Graduation,Divorced,63887.0,1,6,0,0,Champions
6875,PhD,Together,32727.0,0,8,0,0,Loyal
6728,Graduation,Together,29103.0,1,9,0,0,Promising
2471,Graduation,Married,61482.0,0,2,0,0,Loyal
49,Graduation,Single,20587.0,1,7,0,0,Promising
4973,Graduation,Single,20587.0,1,7,0,0,Promising
6387,PhD,Together,52190.0,2,5,0,0,Loyal
5866,Graduation,Together,48186.0,1,7,0,0,Loyal
8523,Graduation,Married,19329.0,1,8,0,0,Promising
7901,Master,Married,34109.0,1,4,0,0,Promising
898,Graduation,Married,23477.0,1,8,0,0,Loyal
10242,PhD,Together,47472.0,2,5,0,0,Loyal
5835,PhD,Divorced,14849.0,1,8,0,0,Promising
6919,2n Cycle,Married,26224.0,1,6,0,0,Promising
6197,PhD,Single,27238.0,2,9,0,0,Promising
10475,Master,Together,,1,5,0,0,Loyal
4201,Graduation,Single,57967.0,1,5,0,0,Loyal
5092,PhD,Widow,51569.0,1,8,1,0,Loyal
6566,PhD,Married,72550.0,2,8,0,0,Champions
6613,Master,Married,44511.0,1,8,0,0,Champions
9094,2n Cycle,Married,62972.0,1,6,1,0,Loyal
9847,2n Cycle,Married,62972.0,1,6,0,0,Loyal
10767,PhD,Together,77845.0,0,1,0,0,Champions
7943,PhD,Married,36663.0,1,2,0,0,Promising
1055,Master,Married,53204.0,2,4,0,0,Promising
1458,Master,Married,21059.0,1,6,0,0,Promising
8402,Master,Married,67087.0,1,4,0,0,Champions
6246,Graduation,Single,73892.0,0,1,1,0,Champions
4654,Graduation,Together,75114.0,0,2,0,0,Champions
6103,Graduation,Married,42192.0,0,4,0,0,Promising
8147,Graduation,Married,31454.0,2,8,0,0,Promising
10207,Graduation,Together,22775.0,1,8,0,0,Promising
4838,Graduation,Together,22775.0,1,8,0,0,Promising
10219,Graduation,Together,31590.0,1,8,0,0,Promising
2176,Graduation,Married,80134.0,1,6,1,0,Champions
9121,Graduation,Married,80134.0,1,6,1,0,Champions
5802,Basic,Married,14188.0,0,6,0,0,Promising
10790,PhD,Married,18169.0,1,8,0,0,Promising
178,Graduation,Married,62503.0,1,5,0,0,Champions
2308,Graduation,Married,46734.0,1,7,0,0,Loyal
7431,PhD,Single,68126.0,0,9,1,0,Champions
9405,PhD,Married,52869.0,2,7,1,0,Loyal
10525,Graduation,Single,26576.0,1,9,1,0,Promising
7503,Graduation,Single,75825.0,0,4,1,0,Champions
8783,Graduation,Married,57045.0,1,3,0,0,Loyal
1403,2n Cycle,Together,34984.0,2,7,0,0,Promising
4643,Graduation,Married,27803.0,1,8,0,0,Loyal
3463,PhD,Married,69283.0,1,5,0,0,Champions
4055,Basic,Single,18746.0,1,6,0,0,Promising
7010,2n Cycle,Married,70924.0,0,3,0,0,Champions
4767,2n Cycle,Married,70924.0,0,3,0,0,Champions
1927,2n Cycle,Together,69401.0,1,2,0,0,Loyal
437,Master,Divorced,75012.0,0,1,0,0,Champions
4331,Master,Together,85738.0,0,1,0,0,Champions
4084,Graduation,Together,60934.0,1,4,0,0,Champions
8135,Master,Married,27161.0,1,7,0,0,Promising
9750,PhD,Divorced,64325.0,1,7,0,0,Champions
6682,Basic,Married,18978.0,1,8,0,0,Promising
10581,Graduation,Married,41124.0,1,8,0,0,Loyal
3710,PhD,Single,39684.0,1,7,1,1,Promising
5207,PhD,Married,53378.0,2,8,1,0,Champions
9360,Graduation,Married,37040.0,0,8,0,0,Loyal
4679,Master,Married,78710.0,1,4,0,0,Champions
1340,Graduation,Married,92910.0,0,1,0,0,Champions
10839,Graduation,Together,36283.0,2,4,0,0,Promising
5303,PhD,Together,79632.0,0,2,0,0,Champions
9829,Graduation,Together,28587.0,1,6,0,0,Loyal
10469,Graduation,Together,88325.0,0,2,0,0,Champions
3602,Master,Married,51412.0,1,4,0,0,Loyal
4756,2n Cycle,Divorced,63998.0,0,4,1,0,Champions
8181,2n Cycle,Single,38593.0,1,8,0,0,Loyal
6958,Master,Married,27889.0,1,6,0,0,Promising
10856,2n Cycle,Single,45889.0,1,6,0,0,Promising
3321,PhD,Together,56575.0,2,5,0,0,Loyal
5394,Basic,Single,16014.0,2,3,0,0,Promising
433,Master,Alone,61331.0,2,8,0,0,Champions
6320,Master,Single,70893.0,0,3,0,0,Champions
5376,Graduation,Married,2447.0,1,1,0,0,Champions
1867,Graduation,Single,64849.0,0,5,1,0,Champions
4324,Graduation,Married,42387.0,1,8,0,0,Loyal
3661,2n Cycle,Single,80617.0,0,2,0,0,Champions
521,Graduation,Together,54006.0,1,7,0,0,Loyal
10403,Graduation,Together,16531.0,1,7,0,0,Promising
7186,PhD,Together,30843.0,2,5,0,0,Promising
4329,PhD,Married,18988.0,1,7,0,0,Promising
4394,PhD,Married,81051.0,0,2,0,0,Champions
1717,Graduation,Single,39747.0,1,8,0,0,Loyal
1016,PhD,Single,34554.0,1,6,0,0,Promising
3783,PhD,Married,52854.0,2,5,0,0,Loyal
5848,Graduation,Together,81205.0,0,2,1,0,Champions
10727,PhD,Married,69084.0,1,8,0,0,Champions
5299,PhD,Married,69084.0,1,8,0,0,Champions
6872,PhD,Married,65352.0,1,4,0,0,Loyal
1143,Graduation,Married,22063.0,1,7,0,0,Promising
10381,Graduation,Single,47691.0,1,6,0,0,Promising
11007,PhD,Married,29187.0,1,8,0,0,Promising
9145,Graduation,Single,72504.0,1,2,0,0,Champions
5267,Graduation,Divorced,33986.0,1,7,0,0,Promising
9738,Master,Together,42386.0,1,8,0,0,Promising
10212,Master,Together,42386.0,1,8,0,0,Promising
10010,PhD,Divorced,36957.0,2,9,1,0,Loyal
10069,Basic,Together,13724.0,1,9,0,0,Promising
2694,Graduation,Married,42664.0,1,6,0,0,Promising
10613,PhD,Together,37334.0,2,4,0,0,Promising
4646,2n Cycle,Married,78497.0,0,2,0,0,Champions
6935,2n Cycle,Married,78497.0,0,2,0,0,Champions
5596,2n Cycle,Together,58821.0,1,6,0,0,Champions
