Income,Education,Marital_Status,Kids,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDealsPurchases,TotalSpend,Response,NumWebVisitsMonth,Segment,RFM_Score
35797.0,Graduation,Married,1,2,0,3,2,68,0,8,Potential,8
44078.0,Graduation,Married,2,2,0,3,2,41,0,5,Potential,7
26954.0,Graduation,Single,1,1,0,2,1,17,0,7,Potential,7
,PhD,Together,1,1,0,3,1,42,0,7,Potential,7
38887.0,PhD,Together,1,1,0,3,1,42,0,7,Potential,7
65463.0,2n Cycle,Married,1,6,2,9,2,562,0,5,Loyal,12
53537.0,PhD,Together,2,2,1,3,2,93,0,5,Potential,9
36230.0,Master,Single,1,2,0,4,1,59,0,5,Potential,9
80763.0,Graduation,Married,0,5,11,6,1,1415,1,3,Champions,15
60585.0,PhD,Married,2,7,4,9,10,736,1,5,Champions,13
49166.0,Graduation,Single,1,5,3,3,2,368,0,6,Loyal,11
75261.0,PhD,Together,0,5,6,5,1,1743,1,2,Champions,14
89891.0,Graduation,Together,0,11,6,8,1,836,0,4,Champions,14
72828.0,Master,Married,1,6,3,13,6,1678,0,7,Champions,15
75278.0,Graduation,Together,0,6,3,13,1,930,0,3,Champions,14
38557.0,Graduation,Single,1,3,1,3,2,145,0,7,Potential,9
81300.0,PhD,Married,1,10,3,5,3,1241,1,5,Champions,14
60161.0,2n Cycle,Divorced,1,11,4,8,3,1071,0,8,Champions,14
69389.0,PhD,Married,1,7,2,12,1,797,0,4,Champions,14
64497.0,Graduation,Divorced,1,11,4,9,5,1804,1,8,Champions,15
61014.0,Graduation,Married,1,9,3,4,4,1147,0,7,Champions,13
44319.0,Master,Married,2,2,0,3,2,37,0,5,Potential,7
53233.0,2n Cycle,Married,1,1,0,3,1,40,0,4,Potential,7
77972.0,Graduation,Together,0,4,6,9,1,1101,0,1,Champions,13
81361.0,Graduation,Divorced,0,3,10,13,1,778,0,1,Champions,14
81361.0,Graduation,Divorced,0,3,10,13,1,778,1,1,Champions,14
25707.0,Basic,Single,1,1,0,3,1,21,0,7,Potential,7
42403.0,PhD,Married,1,1,0,3,1,42,0,8,Potential,7
65704.0,2n Cycle,Single,0,2,10,10,1,817,0,1,Champions,14
37406.0,Graduation,Married,1,1,0,2,1,17,1,8,Potential,7
39767.0,Master,Together,0,7,1,7,2,485,0,8,Loyal,11
54210.0,2n Cycle,Married,1,4,1,7,2,367,0,5,Loyal,11
57136.0,Graduation,Divorced,0,7,5,7,1,1179,1,6,Champions,14
40794.0,Graduation,Married,1,6,3,5,2,434,0,7,Loyal,11
83003.0,Graduation,Together,0,7,6,8,1,1674,1,3,Champions,15
89058.0,Master,Married,0,5,4,4,1,850,0,2,Loyal,12
20193.0,2n Cycle,Together,0,1,1,4,1,82,0,4,Potential,9
72099.0,Graduation,Married,0,3,4,10,1,1188,0,1,Champions,14
43824.0,Graduation,Married,2,3,1,4,4,186,0,8,Potential,9
66653.0,Graduation,Together,2,4,2,12,4,612,0,3,Loyal,12
44359.0,Graduation,Married,2,2,0,4,3,45,0,3,Potential,8
79410.0,Graduation,Married,0,3,2,5,1,1370,0,1,Champions,13
55842.0,Master,Married,1,7,1,8,1,518,0,5,Loyal,12
79946.0,Graduation,Widow,0,5,11,5,1,1478,0,3,Champions,15
88194.0,2n Cycle,Single,1,11,10,10,1,1274,1,5,Champions,15
80184.0,Master,Married,0,6,3,10,1,1902,0,3,Champions,14
76982.0,Graduation,Divorced,0,8,3,4,1,1062,1,4,Loyal,12
65295.0,PhD,Single,0,3,3,13,1,664,0,2,Champions,13
57100.0,Graduation,Together,0,3,3,6,1,409,0,3,Loyal,11
29009.0,Graduation,Married,1,2,0,3,2,44,0,6,Potential,7
78931.0,PhD,Married,0,2,8,13,1,943,0,1,Champions,14
7500.0,Master,Married,1,2,0,3,3,31,0,5,Potential,7
56939.0,Graduation,Married,1,3,3,10,2,561,0,3,Loyal,12
64509.0,Graduation,Single,0,6,3,9,1,1722,1,4,Champions,14
30093.0,Graduation,Married,0,2,0,3,1,69,0,7,Potential,8
30351.0,PhD,Together,1,3,0,2,1,46,1,9,Potential,7
30351.0,PhD,Together,1,3,0,2,1,46,0,9,Potential,7
38201.0,PhD,Together,1,5,1,5,4,268,0,8,Loyal,10
,Graduation,Single,1,27,0,0,0,637,0,1,Champions,13
43974.0,PhD,Married,1,6,4,6,5,551,0,7,Loyal,11
38200.0,Graduation,Together,2,1,0,2,1,17,0,7,At Risk,6
87305.0,2n Cycle,Divorced,0,5,3,8,1,1152,1,2,Loyal,12
16860.0,Graduation,Married,2,1,1,3,3,38,0,7,At Risk,6
27213.0,PhD,Single,1,2,0,4,3,70,1,8,Potential,8
7500.0,Graduation,Married,1,4,1,2,5,71,1,9,Potential,8
4861.0,Graduation,Divorced,0,0,0,0,0,6,0,14,At Risk,6
38196.0,Master,Married,2,2,0,4,3,44,0,5,Potential,7
41145.0,PhD,Married,2,0,0,3,1,13,0,3,At Risk,6
38513.0,PhD,Single,1,6,1,5,5,324,1,8,Loyal,10
45688.0,Graduation,Married,1,3,1,8,2,306,0,4,Loyal,10
77863.0,PhD,Together,0,4,5,10,1,1291,0,2,Champions,13
42169.0,Master,Married,2,1,0,3,2,30,0,8,At Risk,6
45906.0,Graduation,Single,1,5,4,4,2,486,0,5,Loyal,10
35388.0,2n Cycle,Divorced,1,1,0,3,1,32,0,7,At Risk,6
80952.0,Graduation,Married,0,8,5,11,1,1757,1,8,Champions,14
39898.0,Graduation,Together,1,3,0,4,2,134,0,7,Potential,8
39898.0,Graduation,Together,1,3,0,4,2,134,0,7,Potential,8
44051.0,Master,Divorced,2,3,1,4,4,171,1,6,Potential,8
86718.0,Graduation,Married,0,5,6,5,1,1270,0,2,Champions,13
80141.0,Master,Married,0,7,4,10,1,2091,1,6,Champions,14
58597.0,Graduation,Married,2,7,4,9,12,733,0,7,Loyal,12
70356.0,PhD,Married,0,10,6,9,2,1706,0,6,Champions,14
46904.0,Graduation,Single,2,5,1,4,4,253,0,8,Loyal,10
37760.0,Graduation,Together,0,4,1,6,2,317,0,7,Loyal,10
37760.0,Graduation,Together,0,4,1,6,2,317,0,7,Loyal,10
61839.0,Graduation,Single,0,4,8,4,1,1895,0,8,Champions,13
29791.0,PhD,Married,1,2,0,3,2,20,0,5,At Risk,6
48918.0,PhD,Single,2,1,0,4,2,62,0,4,Potential,7
48918.0,PhD,Single,2,1,0,4,2,62,0,4,Potential,7
58692.0,Graduation,Married,1,8,2,4,1,395,0,7,Loyal,10
39356.0,Graduation,Married,2,1,0,2,1,23,0,6,At Risk,6
76234.0,Master,Married,1,8,3,11,1,907,0,3,Champions,13
55434.0,Graduation,Married,1,5,3,13,3,882,0,4,Champions,13
66835.0,Master,Married,0,6,4,13,1,1033,0,2,Champions,13
66835.0,Master,Married,0,6,4,13,1,1033,0,2,Champions,13
71965.0,Graduation,Married,1,6,3,5,3,1213,0,3,Loyal,12
74538.0,Graduation,Together,0,8,8,5,1,1461,1,3,Champions,14
50002.0,Graduation,Divorced,1,8,2,7,2,638,0,7,Loyal,12
53977.0,Graduation,Together,1,5,5,12,5,907,0,5,Champions,13
53977.0,Graduation,Together,1,5,5,12,5,907,0,5,Champions,13
69930.0,Graduation,Together,0,4,5,12,1,1662,0,3,Champions,14
62981.0,PhD,Together,0,4,5,13,1,1482,0,3,Champions,14
46014.0,Master,Together,2,7,1,8,10,541,0,7,Loyal,11
18227.0,Graduation,Together,1,0,1,2,1,28,0,8,At Risk,6
65991.0,Graduation,Married,1,9,5,10,3,971,0,7,Champions,13
38808.0,Graduation,Single,1,5,1,4,4,246,1,8,Loyal,10
160803.0,PhD,Married,0,0,28,1,15,1717,0,0,Champions,14
43783.0,Master,Married,1,7,1,8,6,629,0,7,Loyal,11
30396.0,PhD,Married,1,1,1,2,2,34,1,7,At Risk,6
65526.0,PhD,Married,1,4,4,8,1,506,0,2,Loyal,11
65526.0,PhD,Married,1,4,4,8,1,506,0,2,Loyal,11
55956.0,Graduation,Married,0,7,3,4,2,999,0,4,Loyal,11
55563.0,Graduation,Divorced,1,2,0,3,1,43,0,3,At Risk,6
57236.0,PhD,Married,2,2,1,4,3,121,0,3,Potential,8
89694.0,Graduation,Divorced,2,4,3,4,3,1472,0,5,Loyal,12
57420.0,Master,Together,1,5,1,6,3,322,0,7,Loyal,10
33622.0,Graduation,Married,2,2,0,4,3,81,0,7,Potential,8
29999.0,PhD,Single,1,3,1,4,4,160,0,8,Potential,8
31497.0,PhD,Together,1,3,1,4,2,155,0,8,Potential,8
31497.0,PhD,Together,1,3,1,4,2,155,0,8,Potential,8
36802.0,PhD,Single,1,1,0,3,1,20,0,5,At Risk,6
61671.0,Graduation,Divorced,1,10,4,6,8,732,0,8,Loyal,12
60182.0,2n Cycle,Single,1,1,0,2,1,22,0,4,At Risk,6
29732.0,PhD,Together,1,2,0,2,1,38,0,9,At Risk,6
45921.0,PhD,Married,0,2,1,6,1,199,0,4,Loyal,10
16529.0,Graduation,Together,1,1,0,3,1,22,0,6,At Risk,6
98777.0,Master,Single,0,4,6,9,0,2008,0,1,Champions,13
98777.0,Master,Single,0,4,6,9,0,2008,0,1,Champions,13
77027.0,Master,Married,1,8,3,6,2,1175,0,4,Champions,13
69139.0,Graduation,Married,1,4,1,5,1,227,0,4,Loyal,10
69139.0,Graduation,Married,1,4,1,5,1,227,0,4,Loyal,10
65169.0,Graduation,Married,0,10,4,13,1,1189,1,6,Champions,14
40049.0,Graduation,Widow,1,1,0,3,1,32,0,6,At Risk,6
69755.0,Graduation,Married,0,3,6,12,1,894,0,1,Champions,13
,PhD,Married,1,6,1,7,3,404,0,6,Loyal,10
54456.0,PhD,Married,1,6,1,7,3,404,0,6,Loyal,10
666666.0,Graduation,Together,1,3,1,3,4,62,0,6,Potential,8
60689.0,Graduation,Single,1,4,4,10,4,639,0,3,Loyal,12
26487.0,Basic,Single,1,2,1,3,3,69,0,5,Potential,8
28164.0,Graduation,Married,1,2,0,4,3,78,0,7,Potential,8
22585.0,Graduation,Single,0,1,1,2,1,81,1,9,Potential,7
64795.0,Graduation,Married,1,3,3,12,3,680,0,2,Loyal,12
42000.0,PhD,Single,0,5,2,11,2,653,1,5,Loyal,12
42000.0,PhD,Single,0,5,2,11,2,653,1,5,Loyal,12
70713.0,Graduation,Together,1,5,6,8,6,1477,0,3,Champions,13
82800.0,PhD,Single,0,7,6,12,1,1315,1,3,Champions,14
82800.0,PhD,Single,0,7,6,12,1,1315,1,3,Champions,14
30801.0,Basic,Married,1,1,0,3,2,45,0,7,At Risk,6
83891.0,Master,Married,1,4,7,10,1,816,0,1,Champions,13
38054.0,Master,Divorced,2,2,0,3,2,45,0,7,At Risk,6
14045.0,Graduation,Married,1,1,0,3,1,20,0,7,At Risk,6
44155.0,PhD,Married,2,1,1,2,1,46,0,4,At Risk,6
57642.0,PhD,Single,1,7,6,6,3,679,0,4,Loyal,12
31353.0,Graduation,Married,2,1,1,2,2,31,0,8,At Risk,6
31353.0,Graduation,Married,2,1,1,2,2,31,1,8,At Risk,6
41335.0,Master,Divorced,1,4,1,4,3,187,0,7,Potential,9
41335.0,Master,Divorced,1,4,1,4,3,187,0,7,Potential,9
40737.0,PhD,Single,3,1,0,2,1,17,0,8,At Risk,6
19789.0,2n Cycle,Together,1,2,1,3,3,78,0,5,Potential,8
35946.0,PhD,Divorced,2,0,0,3,1,11,0,5,At Risk,6
36262.0,Master,Married,0,3,5,3,1,426,1,6,Loyal,10
44551.0,Master,Widow,1,4,1,5,2,285,0,7,Loyal,10
71367.0,Graduation,Together,0,4,5,7,1,777,0,2,Loyal,12
71367.0,Graduation,Together,0,4,5,7,1,777,0,2,Loyal,12
57957.0,Graduation,Together,1,4,6,8,7,637,0,3,Loyal,12
50334.0,2n Cycle,Together,1,7,4,6,6,694,0,6,Loyal,12
48150.0,Master,Married,1,5,1,4,3,266,0,7,Loyal,10
56796.0,Graduation,Married,1,8,9,7,3,1001,0,7,Champions,13
56796.0,Graduation,Married,1,8,9,7,3,1001,0,7,Champions,13
52278.0,PhD,Widow,1,10,5,10,6,1198,1,8,Champions,14
52278.0,PhD,Widow,1,10,5,10,6,1198,0,8,Champions,14
7500.0,2n Cycle,Married,0,3,1,3,3,122,1,9,Potential,8
33444.0,Master,Married,2,1,0,2,1,18,0,8,At Risk,6
20895.0,Graduation,Married,1,2,0,3,1,45,0,9,At Risk,6
37509.0,Master,Together,1,3,0,4,2,123,0,7,Potential,8
88097.0,Master,Married,1,6,5,8,1,844,1,9,Loyal,12
59041.0,Graduation,Married,2,2,0,4,2,96,0,5,Potential,8
43322.0,Graduation,Single,0,3,0,4,1,141,0,7,Potential,8
46015.0,PhD,Together,2,1,0,3,1,46,0,7,At Risk,6
46015.0,PhD,Together,2,1,0,3,1,46,0,7,At Risk,6
34242.0,Master,Married,1,0,0,3,1,15,0,5,At Risk,6
65210.0,Graduation,Married,1,9,3,8,2,731,0,6,Loyal,12
50520.0,PhD,Widow,1,3,1,3,2,135,0,6,Potential,8
90765.0,Graduation,Married,0,4,6,5,0,1724,0,1,Loyal,12
80589.0,Graduation,Married,0,5,10,5,1,1428,1,1,Champions,14
49572.0,Master,Married,2,2,0,3,2,54,0,7,At Risk,6
75437.0,Graduation,Together,0,8,4,10,1,1493,0,6,Champions,14
44635.0,Master,Divorced,2,2,0,3,2,68,0,7,Potential,7
58512.0,Graduation,Married,1,3,4,8,5,1171,0,8,Loyal,11
62000.0,PhD,Single,1,6,6,13,1,1020,0,4,Champions,13
54252.0,Graduation,Single,2,4,1,5,5,264,0,6,Loyal,10
45068.0,PhD,Together,1,1,0,2,1,20,0,7,At Risk,6
60474.0,Graduation,Single,1,10,2,12,7,1180,0,7,Champions,14
60474.0,Graduation,Single,1,10,2,12,7,1180,0,7,Champions,14
56337.0,2n Cycle,Married,2,8,5,4,5,724,1,8,Loyal,12
22434.0,Graduation,Together,1,2,0,3,2,58,0,8,Potential,7
61416.0,Graduation,Together,0,10,3,10,1,1665,0,6,Champions,14
92163.0,Master,Married,0,5,11,5,0,2086,1,2,Champions,14
58656.0,Master,Together,1,7,8,13,4,1220,0,6,Champions,14
,2n Cycle,Married,1,3,0,3,3,109,0,8,Potential,8
8940.0,Basic,Single,1,3,1,3,3,101,0,8,Potential,8
26751.0,Graduation,Married,2,1,0,2,1,11,0,8,At Risk,6
71427.0,Graduation,Married,2,8,2,8,2,614,0,4,Loyal,11
26646.0,Graduation,Together,1,2,0,4,2,53,0,6,Potential,7
19346.0,Graduation,Divorced,1,1,0,3,1,22,0,8,At Risk,6
56243.0,Graduation,Single,3,4,2,8,6,396,0,5,Loyal,10
59892.0,PhD,Married,1,2,1,3,1,87,0,3,Potential,8
71613.0,Graduation,Together,0,8,2,10,1,776,0,4,Champions,13
25252.0,Graduation,Married,1,1,0,2,1,18,0,8,At Risk,6
42160.0,Graduation,Single,2,2,1,4,4,140,1,6,Potential,8
15862.0,Basic,Single,1,1,0,3,1,36,0,8,At Risk,6
82584.0,Master,Married,0,3,4,8,1,1435,1,1,Loyal,12
38360.0,Graduation,Married,1,2,1,4,2,131,0,3,Potential,8
75283.0,PhD,Married,3,6,3,5,11,1019,0,4,Loyal,11
34941.0,Master,Together,2,3,0,3,2,97,0,8,Potential,8
61823.0,Graduation,Single,1,8,2,10,4,884,0,7,Champions,13
90226.0,Master,Married,0,4,7,12,1,2352,0,2,Champions,14
44989.0,Graduation,Married,1,5,1,5,5,369,0,6,Loyal,10
44989.0,Graduation,Married,1,5,1,5,5,369,0,6,Loyal,10
43586.0,Graduation,Married,1,3,0,4,3,132,0,8,Potential,8
32233.0,Graduation,Single,1,6,2,2,2,296,1,9,Loyal,10
62882.0,Graduation,Together,1,7,5,6,2,1338,0,4,Champions,13
57288.0,Master,Together,1,8,1,8,3,608,0,6,Loyal,11
75774.0,2n Cycle,Together,1,7,5,8,1,823,0,4,Champions,13
75774.0,2n Cycle,Together,1,7,5,8,1,823,0,4,Champions,13
90247.0,Master,Single,0,3,4,7,1,1621,1,1,Loyal,12
32218.0,2n Cycle,Single,0,2,1,3,1,93,1,7,Potential,8
84219.0,Graduation,Married,0,3,4,10,1,1198,0,1,Champions,13
84219.0,Graduation,Married,0,3,4,10,1,1198,0,1,Champions,13
48877.0,Graduation,Divorced,1,3,0,4,1,144,0,7,Potential,8
60905.0,Graduation,Together,1,3,3,7,2,392,0,2,Loyal,10
75236.0,Graduation,Married,1,8,3,13,1,1068,0,4,Champions,13
62551.0,Graduation,Divorced,0,6,7,4,1,421,0,3,Loyal,11
70123.0,PhD,Together,0,5,7,4,1,1727,0,3,Champions,13
50785.0,Graduation,Single,2,2,1,3,2,114,0,6,Potential,8
15315.0,2n Cycle,Married,0,2,0,4,2,64,0,5,Potential,8
15315.0,2n Cycle,Married,0,2,0,4,2,64,0,5,Potential,8
64413.0,PhD,Together,1,5,1,5,1,279,0,5,Loyal,10
87171.0,PhD,Married,0,6,7,11,1,1298,0,2,Champions,14
30081.0,Graduation,Single,1,1,0,3,1,42,0,7,At Risk,6
20180.0,Graduation,Single,0,2,1,4,1,137,0,7,Potential,8
20180.0,Graduation,Single,0,2,1,4,1,137,0,7,Potential,8
55686.0,Graduation,Divorced,1,6,3,5,2,982,0,4,Loyal,11
26887.0,2n Cycle,Married,1,1,0,3,1,30,0,6,At Risk,6
61996.0,PhD,Married,1,6,4,8,3,1230,1,5,Champions,13
51537.0,Graduation,Divorced,1,2,2,11,3,1103,0,8,Loyal,11
72025.0,Graduation,Together,0,4,3,8,1,1932,0,3,Loyal,12
30538.0,Master,Together,1,9,0,4,4,367,0,10,Loyal,10
61618.0,2n Cycle,Single,0,3,6,8,2,1345,0,3,Champions,13
77343.0,Graduation,Married,0,3,4,9,1,1134,0,1,Loyal,12
75433.0,Graduation,Married,1,2,5,10,2,1188,0,6,Champions,13
82571.0,PhD,Widow,0,6,5,13,0,1686,0,2,Champions,14
60033.0,Master,Together,1,2,1,5,2,198,0,2,Potential,9
39062.0,Graduation,Single,1,1,0,3,1,44,0,4,At Risk,6
30023.0,Graduation,Married,1,2,0,3,1,61,0,8,Potential,7
30015.0,Graduation,Single,1,1,0,4,2,57,0,5,Potential,7
33228.0,Graduation,Married,1,2,0,3,1,71,0,7,Potential,7
22574.0,Graduation,Married,3,2,0,3,2,37,0,7,At Risk,6
22574.0,Graduation,Married,3,2,0,3,2,37,0,7,At Risk,6
55267.0,Graduation,Married,1,3,4,6,4,405,0,3,Loyal,10
66886.0,Graduation,Together,1,7,1,7,2,599,0,5,Loyal,10
72258.0,Graduation,Single,1,6,9,5,2,1525,0,2,Champions,14
82733.0,PhD,Single,0,8,4,7,1,1323,1,4,Champions,13
45146.0,Graduation,Divorced,2,1,1,2,2,53,0,4,At Risk,6
51250.0,2n Cycle,Single,1,10,5,4,5,710,0,9,Loyal,12
32871.0,Graduation,Married,2,1,0,3,1,43,0,4,At Risk,6
63855.0,2n Cycle,Together,0,7,3,13,1,1006,0,4,Champions,13
42564.0,PhD,Divorced,1,6,8,4,6,813,1,7,Loyal,12
46344.0,2n Cycle,Together,1,7,1,5,4,429,0,7,Loyal,10
50437.0,Graduation,Married,2,7,1,8,3,490,0,7,Loyal,11
70971.0,Graduation,Together,1,11,11,5,7,1825,1,7,Champions,14
37774.0,Graduation,Single,2,7,2,3,4,473,1,9,Loyal,10
4023.0,PhD,Married,2,0,0,0,15,9,0,19,At Risk,6
33279.0,Graduation,Single,0,0,0,3,1,16,0,3,At Risk,6
42693.0,Graduation,Married,1,1,0,3,1,57,0,5,Potential,7
70545.0,Master,Together,1,4,1,7,1,334,0,2,Loyal,10
65486.0,Graduation,Widow,1,4,2,10,1,507,0,2,Loyal,11
77882.0,Master,Together,0,3,3,5,1,818,0,1,Loyal,11
78468.0,Graduation,Together,0,10,7,10,1,1004,0,4,Champions,13
77226.0,Graduation,Together,1,6,8,12,2,1138,0,3,Champions,13
90638.0,Master,Single,0,3,4,10,1,2525,0,1,Champions,13
90638.0,Master,Single,0,3,4,10,1,2525,1,1,Champions,13
70666.0,Graduation,Together,0,7,4,4,1,1076,0,4,Loyal,11
59052.0,2n Cycle,Divorced,1,7,1,7,3,491,0,5,Loyal,10
13084.0,Basic,Together,0,1,0,3,1,29,0,6,At Risk,6
49160.0,Graduation,Divorced,1,3,1,6,2,236,0,6,Loyal,10
23272.0,Graduation,Divorced,0,1,0,3,1,46,0,4,At Risk,6
49476.0,Master,Divorced,1,2,11,5,4,795,0,2,Loyal,12
62694.0,Master,Married,2,9,3,7,5,749,0,7,Loyal,12
57906.0,PhD,Together,1,4,2,8,3,401,0,4,Loyal,10
71853.0,Graduation,Together,0,2,8,6,1,1149,0,1,Loyal,12
71853.0,Graduation,Together,0,2,8,6,1,1149,0,1,Loyal,12
65031.0,Graduation,Married,1,10,3,13,4,863,0,7,Champions,13
30507.0,Graduation,Together,0,5,1,4,1,343,0,7,Loyal,10
67419.0,Graduation,Together,1,9,4,8,4,1471,0,5,Champions,14
59462.0,Graduation,Married,1,9,2,12,2,1088,0,7,Champions,13
95529.0,Graduation,Single,0,7,3,7,1,1990,1,3,Champions,13
53653.0,Graduation,Widow,0,10,4,12,2,1210,0,6,Champions,14
25965.0,Basic,Married,0,2,0,3,1,74,0,8,Potential,7
22979.0,Graduation,Married,1,3,2,2,3,115,1,8,Potential,8
64950.0,PhD,Single,1,11,2,10,2,966,0,7,Champions,13
44322.0,Graduation,Married,1,3,0,3,2,92,0,8,Potential,8
30096.0,Graduation,Married,1,2,0,3,1,45,0,6,At Risk,6
30096.0,Graduation,Married,1,2,0,3,1,45,0,6,At Risk,6
56628.0,Graduation,Single,1,7,6,5,2,761,0,5,Loyal,12
82326.0,2n Cycle,Together,0,5,10,6,1,2257,1,2,Champions,14
71163.0,Graduation,Single,0,3,8,12,1,960,0,1,Champions,13
71022.0,Graduation,Divorced,1,5,2,11,3,1453,0,8,Champions,13
42607.0,2n Cycle,Single,1,3,2,7,2,350,0,3,Loyal,10
43057.0,Graduation,Married,1,4,2,5,4,266,0,5,Loyal,10
47808.0,Master,Married,1,3,2,3,2,224,0,7,Potential,9
29236.0,Graduation,Single,1,4,0,3,2,99,0,9,Potential,8
40590.0,Graduation,Widow,2,3,4,3,5,258,0,6,Loyal,10
40590.0,Graduation,Widow,2,3,4,3,5,258,0,6,Loyal,10
77520.0,Master,Married,1,8,7,7,1,1526,1,4,Champions,14
40211.0,Graduation,Married,2,2,1,2,2,87,0,8,Potential,7
63516.0,PhD,Together,2,4,1,7,4,300,0,5,Loyal,10
53034.0,Graduation,Divorced,2,6,1,7,8,447,0,8,Loyal,10
22669.0,Master,Together,1,4,1,2,3,173,1,9,Potential,8
79908.0,Graduation,Married,0,5,6,7,1,1772,0,2,Champions,13
69867.0,PhD,Single,0,3,5,8,1,925,1,1,Loyal,12
70287.0,Graduation,Divorced,0,5,5,10,1,1093,1,3,Champions,13
37070.0,Graduation,Single,2,5,1,8,9,433,1,7,Loyal,10
37070.0,Graduation,Single,2,5,1,8,9,433,1,7,Loyal,10
38179.0,Master,Married,2,3,1,3,4,90,0,7,Potential,8
39922.0,Graduation,Married,1,3,0,4,2,156,0,8,Potential,8
39922.0,Graduation,Married,1,3,0,4,2,156,0,8,Potential,8
39922.0,Graduation,Married,1,3,0,4,2,156,0,8,Potential,8
64191.0,Master,Single,1,5,3,13,3,825,0,3,Champions,13
41658.0,2n Cycle,Single,2,1,1,2,2,72,0,4,Potential,7
40780.0,Graduation,Divorced,1,7,1,5,4,377,0,9,Loyal,10
77568.0,Graduation,Together,1,10,2,8,1,2194,0,5,Champions,14
66503.0,Graduation,Single,1,4,3,6,2,401,0,3,Loyal,10
83512.0,Graduation,Married,0,4,7,10,1,2157,1,1,Champions,14
31686.0,PhD,Married,2,1,0,3,2,17,0,6,At Risk,6
71322.0,Graduation,Together,1,4,1,7,1,350,0,2,Loyal,10
27938.0,Graduation,Single,1,1,0,4,1,29,0,3,At Risk,6
22263.0,Graduation,Divorced,2,1,0,3,2,21,0,6,At Risk,6
34633.0,Graduation,Together,3,1,0,2,1,15,0,6,At Risk,6
42162.0,Graduation,Together,1,3,1,3,2,145,1,6,Potential,8
162397.0,PhD,Together,2,0,0,1,0,107,0,1,Potential,7
54162.0,Graduation,Widow,2,1,0,3,1,42,0,4,At Risk,6
41769.0,2n Cycle,Divorced,1,8,1,7,6,521,0,8,Loyal,11
44953.0,PhD,Together,0,7,3,13,1,1021,0,6,Champions,13
37717.0,PhD,Married,1,1,0,2,1,25,0,9,At Risk,6
37717.0,PhD,Married,1,1,0,2,1,25,0,9,At Risk,6
40548.0,Graduation,Together,1,2,1,4,2,120,0,5,Potential,8
67893.0,2n Cycle,Divorced,1,3,2,9,2,995,0,8,Loyal,11
69267.0,Graduation,Single,0,3,4,5,2,1635,1,7,Loyal,12
9548.0,Basic,Divorced,1,1,0,3,2,29,0,8,At Risk,6
68281.0,Graduation,Single,0,2,9,13,1,1655,1,5,Champions,14
92556.0,2n Cycle,Together,0,3,5,13,0,1263,0,0,Champions,14
48526.0,Graduation,Single,1,2,1,4,1,135,0,3,Potential,8
90273.0,Graduation,Single,0,5,6,7,1,1991,1,2,Champions,13
19414.0,2n Cycle,Together,1,1,0,3,1,32,0,8,At Risk,6
79761.0,PhD,Single,1,5,2,11,1,605,0,3,Loyal,11
53312.0,PhD,Married,0,5,1,5,1,278,0,7,Loyal,10
41039.0,2n Cycle,Together,0,8,1,5,1,467,0,8,Loyal,10
88347.0,Graduation,Together,0,4,7,9,1,2116,0,1,Champions,14
50150.0,PhD,Married,0,5,2,7,2,410,0,5,Loyal,10
50150.0,PhD,Married,0,5,2,7,2,410,0,5,Loyal,10
10245.0,Graduation,Single,1,1,2,2,3,41,0,5,At Risk,6
33454.0,PhD,Married,1,4,0,4,2,169,0,8,Potential,8
40887.0,Graduation,Single,2,3,1,3,3,161,1,9,Potential,8
55914.0,Graduation,Together,1,11,6,8,4,1260,0,7,Champions,14
37292.0,Graduation,Together,1,6,3,5,5,460,0,8,Loyal,10
52914.0,Graduation,Married,1,7,3,3,2,575,0,7,Loyal,10
24884.0,2n Cycle,Married,1,0,0,3,1,19,0,7,At Risk,6
67384.0,Graduation,Single,1,7,8,5,2,1490,0,5,Champions,14
51651.0,Graduation,Married,1,6,2,5,4,433,0,8,Loyal,10
82497.0,Graduation,Married,0,2,7,9,1,1919,0,4,Champions,13
32632.0,2n Cycle,Married,0,4,4,8,2,576,0,5,Loyal,11
33562.0,Master,Married,3,2,0,4,3,51,0,4,Potential,7
79146.0,Graduation,Single,2,8,1,8,2,564,0,6,Loyal,11
79146.0,Graduation,Single,2,8,1,8,2,564,0,6,Loyal,11
36143.0,Master,Single,1,0,1,2,1,19,0,3,At Risk,6
27159.0,Master,Married,2,1,0,3,2,21,0,6,At Risk,6
41275.0,Master,Together,3,3,1,3,4,61,0,5,Potential,8
76800.0,2n Cycle,Married,0,4,4,7,1,641,0,1,Loyal,11
75794.0,Graduation,Married,0,7,5,12,1,1682,0,3,Champions,14
30833.0,Graduation,Married,2,1,0,3,2,28,0,5,At Risk,6
26518.0,PhD,Single,2,2,0,3,3,57,1,8,Potential,7
91065.0,Graduation,Single,0,7,9,9,1,1474,1,3,Champions,14
45183.0,Master,Single,0,4,1,7,1,315,0,7,Loyal,10
48070.0,Graduation,Together,1,8,2,6,3,504,0,7,Loyal,11
30372.0,Graduation,Widow,2,2,0,3,3,44,0,7,At Risk,6
30372.0,Graduation,Widow,2,2,0,3,3,44,0,7,At Risk,6
57036.0,2n Cycle,Married,1,6,3,13,4,1513,0,9,Champions,14
66731.0,Graduation,Widow,1,4,3,6,4,1029,0,3,Loyal,11
35682.0,PhD,Divorced,1,1,1,3,1,57,0,2,Potential,7
